image,avg_r,avg_g,avg_b,dom_r,dom_g,dom_b,colorfulness,entropy,harris,edge_density,sharpness,Banksy
Harring38.jpg,168.4338458819371,177.7006150583245,153.407460233298,255,255,255,95.7961523348563,324585407.581531,1200,0.0308156592435489,19.16071963002239,0
Harring41.jpg,149.43930605515587,167.63589228617107,117.92575489608312,248,248,248,121.22101608607731,1110301397.247441,1600,0.0227403077537969,17.03625099920064,0
Harring20.jpg,177.283801,176.355956,88.228718,253,249,0,145.08607066663768,524605812.259562,1000,0.038585,32.53493233333333,0
Harring37.jpg,186.32152249134947,178.87910034602075,116.15664878892734,219,219,219,125.26975881090002,261687137.7554025,680,0.0418391003460207,28.28572376009227,0
Harring21.jpg,137.216988,141.071329,113.318173,17,17,17,91.37998290176124,679380706.5720146,1000,0.028908,26.627341333333334,0
Harring11.jpg,213.21969911504425,206.4690404551201,200.3608432364096,255,255,255,68.32265382768824,139985912.16025817,1000,0.0339987357774968,20.26124315212811,0
Harring32.jpg,144.70592793367348,130.30585459183675,82.85622130102041,255,188,3,119.02521316022332,183264720.13445497,490,0.03921875,23.762257653061223,0
Harring36.jpg,159.83256724028044,146.53824091778202,136.65718929254302,217,214,207,93.85543458260862,482220152.5237196,1046,0.0951128107074569,46.8183484172509,0
Blek31.jpg,86.5252957233849,87.19548074006673,90.50676372459812,255,255,255,4.911484481330328,20197261.58906152,157,0.1711859265999393,65.77219694671923,0
Blek50.jpg,113.28841452289728,116.49903302317097,123.2748586024448,0,0,2,31.42167055899934,35164833.443903126,261,0.2208173690932311,83.92695980052302,0
Blek47.jpg,178.49108527131784,182.4769102990033,181.55060908084164,240,235,231,57.801315112129856,17156818.16434752,172,0.0765227021040974,40.68410852713178,0
Blek13.jpg,112.74320047768325,120.10029855202268,112.81439020749366,158,159,141,27.087869582167645,59858488.244265065,319,0.0959844752948201,49.895272926307406,0
Blek33.jpg,173.2208815958816,158.23925353925353,144.97619047619048,255,255,255,29.54798470737674,27468678.344916,296,0.1045688545688545,51.56326147576148,0
Blek42.jpg,67.29264274430152,91.73240803430376,86.24926653125705,47,72,66,23.210029571230383,44539104.54827827,211,0.0554502369668246,27.84634770179794,0
Blek46.jpg,164.2695831273686,163.2494480144999,163.7567638820234,239,239,239,10.657783914751947,18736704.60026559,289,0.0522820893063107,25.624446641401654,0
Blek14.jpg,178.56794249775382,179.93777178796046,181.38046720575025,223,224,226,3.3288768393722554,23159726.73597569,265,0.025947888589398,13.876406109613656,0
Blek19.jpg,137.30578863515666,128.29221101079838,128.34018410338112,6,6,8,10.723415314059167,36303218.95605271,269,0.0607364135245176,28.468419189237032,0
Blek24.jpg,128.38417721518988,118.19888487040386,102.58170584689572,255,254,255,40.68817459410298,25105656.51219469,158,0.1504520795660036,69.87314647377939,0
Blek26.jpg,121.36884353741496,116.56866213151928,111.6595313681028,234,234,234,28.834962699147155,58065936.01256118,315,0.2486923658352229,82.34572940287227,0
Blek25.jpg,58.58789115646258,59.34904761904762,61.376780045351474,19,20,22,3.155877370787255,41186733.11223087,210,0.0835147392290249,36.23823885109599,0
Blek32.jpg,172.55034506556245,48.21040372670807,39.60969634230504,255,45,28,145.19883056014123,49694881.197833456,276,0.0795203588681849,40.2060443984357,0
Blek29.jpg,152.82374149659864,151.82513605442176,136.22906462585033,219,213,191,29.968543197311725,37582626.75666176,280,0.1031122448979591,44.164693877551024,0
Blek40.jpg,165.46184939091916,140.05620155038758,102.61616832779625,0,0,0,69.32733848490828,20751012.894024864,172,0.185188261351052,78.48332410483573,0
Blek20.jpg,124.828537414966,124.43401360544216,125.6462925170068,156,156,156,12.091551112809196,25033403.114699416,140,0.1507142857142857,58.60434240362812,0
Banksy30.jpeg,94.43888047138049,88.03560606060606,65.16470057720058,9,14,10,49.61622711135335,765827189.8380393,1155,0.1401827801827802,54.16588504088504,1
Banksy73.jpeg,143.07880546191691,132.22597172239432,121.98904427842564,147,140,132,23.0896357856235,570625772.2167406,686,0.0555587190233236,42.9214085466776,1
Banksy84.jpg,104.33424925484351,84.58976224850969,81.67787554722429,84,56,53,29.680193376756524,691741227.4373515,1024,0.0920326471684053,58.08428563943741,1
Banksy12.jpg,119.25699869791669,121.98312123616536,118.92911529541016,27,27,27,11.949106863850329,658917682.7735902,1024,0.0840085347493489,39.102601793077255,1
Banksy11.jpg,134.65903455946182,128.7299818250868,117.1447238498264,221,202,170,33.45029346482425,543955750.700421,720,0.0679985894097222,32.2692626953125,1
Banksy10.jpg,175.61371226995007,177.56237961642984,179.3441139515574,204,208,209,13.646819519845277,333032365.34346265,609,0.0392735808055954,27.94783026318237,1
Banksy4.jpeg,137.24272497897394,133.2892661900757,122.49626576955424,0,0,0,19.41744010742661,296801777.4084757,580,0.1008010933557611,48.7548808522568,1
Banksy13.jpg,113.73233322657394,108.972753477306,83.28382366398243,1,2,23,46.0910967429158,607374870.4027869,683,0.0544658789348462,38.13043138421181,1
Banksy14.jpg,118.8589628597553,114.14459877215135,118.02026385683808,46,40,44,21.70109085061567,300867871.97759354,579,0.0612153669758058,39.37535110762785,1
Banksy15.jpg,152.12078659188035,147.30145065438035,143.97045272435898,216,211,208,14.403372161469752,420512287.904512,624,0.0488448183760683,31.167201411146724,1
Banksy16.jpg,127.07476509849664,91.54783242612751,79.56592956194919,144,95,80,35.32604989266271,614707802.5315816,643,0.0243681959564541,44.89071734059098,1
Banksy17.jpeg,126.65028571428572,134.53896147672552,141.18190208667735,144,149,153,11.78670189521301,525637376.4973777,623,0.0643756019261637,33.20352594970573,1
Banksy19.jpeg,131.7167050508259,128.5240141648377,130.9610972334527,247,251,254,23.958611323553555,431276962.4351063,787,0.100467829502137,45.79142300546764,1
Banksy21.jpeg,119.5818459169708,132.93186159899636,147.8545534899635,255,255,255,32.41649768621529,586624757.5339277,1024,0.0264099566605839,21.278203410127738,1
Banksy22.jpg,118.42623973727422,118.26994800218938,116.7494581280788,12,12,12,5.426497028249488,309042779.9860037,522,0.1028899835796387,50.554526546250685,1
Banksy23.jpg,138.3481655534351,139.7695014312977,143.27899570610688,0,0,0,11.824232204337354,319057678.7745511,655,0.1153959923664122,55.31392493638677,1
Banksy24.jpeg,161.91613330696202,159.36338014240508,160.97261471518988,180,180,182,9.109327262368398,346928010.91434073,800,0.045878164556962,29.43381658755274,1
Banksy25.jpeg,154.96884798728814,156.22890095338985,156.77879237288136,170,170,170,3.584720040272096,267471325.97369933,472,0.0244915254237288,17.409919668079095,1
Banksy26.jpg,113.23090112449364,114.93061346333184,118.9058588141255,1,1,1,14.272406723794726,318940277.3011084,521,0.0447626425353655,30.374780224569783,1
Banksy27.jpg,137.40758601937907,136.4603791773779,137.93277387779315,156,156,156,10.631941374444846,330893716.9669978,520,0.0645021752026893,46.79869405444598,1
Banksy29.jpeg,161.3240125,140.59824375,140.02724583333332,18,47,43,32.550191108844274,361745639.5480658,600,0.1034354166666666,51.60384097222222,1
Banksy28.jpg,137.71597830376857,125.69941279373649,127.1769458874228,171,176,180,42.07762141255741,306483908.96526873,482,0.1483055819262072,67.12820847866821,1
Banksy32.jpg,124.03843915343916,127.47836860670192,126.54569003527337,144,147,140,29.853058398514435,389860076.3457598,800,0.070895061728395,50.03559156378601,1
Banksy31.jpg,143.729564269498,146.35973408980692,148.3537944560557,10,10,10,10.74452341336572,307542604.970906,599,0.1041174021827295,57.0576882636442,1
Banksy33.jpg,152.75928097345133,167.69569690265487,179.9866592920354,255,255,255,31.568417376241115,156911328.26685658,452,0.0900700589970501,54.02299041297936,1
Banksy34.jpg,90.40067816719584,96.0558353163769,98.45272491534143,0,0,0,15.600355644678054,289388195.6393943,591,0.1188859901623062,51.44431935727666,1
Banksy36.jpg,81.54737209302326,74.05455426356589,77.1334534883721,13,11,16,19.04429306421367,218587938.1505103,430,0.1665193798449612,73.33641343669251,1
Banksy35.jpg,121.26010942760942,110.40887626262626,106.05561868686868,153,140,132,21.81270151799727,209310422.36884904,396,0.1836910774410774,74.64485129068463,1
Banksy37.jpg,127.60584261321456,126.42050853749072,128.2720564216778,2,2,2,13.447545893398814,216775519.0139289,449,0.1807423904974016,73.87097871813907,1
Banksy40.jpg,128.8084,125.34606458333332,123.2443875,119,119,119,20.797887502302554,425542194.0013043,600,0.07891875,37.10956041666667,1
Banksy39.jpg,156.7840625,165.33139166666666,165.10125416666668,197,212,219,18.809725501123957,132890284.4874895,400,0.0807125,39.15668888888889,1
Banksy38.jpg,168.6724655172414,159.0130316091954,142.30341379310346,213,210,205,32.55673497800234,217849854.5032085,580,0.096367816091954,53.20683429118774,1
Banksy42.jpg,112.85277655677656,114.81862637362636,116.57257875457876,147,150,155,10.384402184913988,248929384.8724124,455,0.136025641025641,66.90513797313797,1
Banksy43.jpg,120.91785504047094,121.87298013245034,119.81963208241352,111,112,107,6.744295242494892,240300483.93648311,453,0.1445290654893304,57.91490924699534,1
Banksy44.jpg,154.31910370370372,141.7104111111111,143.7164962962963,169,169,169,43.697341663774765,185808467.25609905,450,0.0615296296296296,38.6283,1
Banksy45.jpg,177.47792167851284,169.7488330371788,158.61384807271733,3,3,3,47.214017702707935,315096685.3314331,944,0.0544969928922908,28.893234007654456,1
Banksy46.jpg,132.89122320768664,123.0959940872136,121.54373983739838,3,3,3,15.5048667793963,216849514.12333077,451,0.114320029563932,58.47216432618872,1
Banksy47.jpg,59.41073653198653,56.17107323232323,54.2979335016835,0,0,0,11.752487923933357,240161631.2827533,396,0.0664183501683501,31.8643265993266,1
Banksy48.jpg,125.90338308457711,121.70626865671642,105.48155887230514,128,125,106,16.7501282414747,215157314.9570648,402,0.0557172470978441,37.42717661691543,1
Banksy49.jpg,85.69343651398107,110.69098574692634,102.29466597758676,16,16,16,35.09206238513807,335502781.427942,728,0.1562397998041562,67.93435153954955,1
Banksy50.jpg,143.20569413511507,142.81912769116556,139.7132887899035,0,0,0,11.38915129453964,171613144.825474,449,0.1962917594654788,70.08795223954466,1
Banksy51.jpg,186.6348160412068,179.9885025754231,179.06366813833702,202,188,177,22.411622639551087,140721616.5398709,453,0.0590949227373068,48.70400662251656,1
Banksy53.jpg,177.95508279973504,160.45293442260984,161.25421505851182,239,246,252,58.76549703856527,253678303.84238493,700,0.0199889600353278,16.274963568116583,1
Banksy54.jpg,132.0443676900585,134.00016081871345,126.64001461988305,0,0,0,17.521683866885216,172231364.58293498,456,0.1421527777777777,63.99120857699805,1
Banksy55.jpg,108.98584014956764,106.99110306146297,110.5212666510867,99,108,125,17.710273756888537,406074562.7331098,550,0.1415307314793176,65.17335981927242,1
Banksy57.jpg,106.28977667493795,103.78558726220017,96.72937551695615,0,0,0,36.770569371139736,208006068.5385613,403,0.1211290322580645,52.7675682382134,1
Banksy56.jpeg,147.3197058973574,131.17275561007804,136.99825153364452,169,151,163,17.45839667783062,4024046004.4007382,1936,0.0136222547444138,23.256163207729653,1
Banksy58.jpg,161.32050833333332,156.96683333333334,149.1384416666667,238,238,212,27.99539391415547,151757179.1556639,400,0.1250333333333333,49.41802638888889,1
Banksy59.jpg,129.98470805617148,127.92576127124909,127.9378787878788,255,255,255,5.719760491436815,233807969.6957475,451,0.0639430894308943,60.157140921409216,1
Banksy60.jpg,145.93172048611112,133.66271006944444,117.83743229166669,170,148,124,23.63714338342231,464584643.9430589,600,0.0240277777777777,28.177016203703705,1
Banksy61.jpg,164.20702008928572,164.19152901785714,163.63752604166666,246,246,244,12.928435316140266,158512223.121778,448,0.0628683035714285,32.825345982142856,1
Banksy62.jpg,119.63537688442212,151.13536013400335,150.28379396984926,232,222,221,53.72526265786897,181784310.3817755,398,0.0814572864321608,49.30152987158012,1
Banksy63.jpg,165.54636741479635,171.8853200332502,165.68479634247714,255,255,255,17.460132590203436,107840327.53609943,401,0.076313383208645,44.95872817955112,1
Banksy64.jpg,120.7039800443459,123.85451589061346,119.3259349593496,204,199,196,8.768810301644343,236070464.69991475,451,0.0759645232815964,43.89248952944075,1
Banksy65.jpg,160.00641336270192,147.82556534508078,145.5240528634361,255,255,255,42.96900306290881,166217173.76116845,454,0.139284140969163,55.48908712677435,1
Banksy66.jpg,140.59109992542878,140.64410887397466,139.9960067114094,169,179,188,21.389069895721807,195311306.7172292,447,0.0453206562266964,23.26057171265225,1
Banksy67.jpg,117.06932592592592,121.24518888888888,112.29376296296296,154,156,155,14.927790231557449,247753366.79097807,450,0.0173814814814814,28.10088148148148,1
Banksy68.jpg,129.54710975609757,135.88426016260163,122.99389837398374,162,165,158,26.82638341354071,203452228.56629133,410,0.1206747967479674,64.44458536585365,1
Banksy71.jpg,188.0912219451372,169.34381546134662,159.01019118869493,216,198,184,31.596837201690175,130427393.1458332,401,0.1864297589359933,72.51497506234413,1
Banksy70.jpg,144.9000200803213,152.94323866896156,160.71752151462994,71,123,173,34.241531021769106,245944422.5717045,581,0.1243459552495697,49.28842704149933,1
Banksy69.jpg,160.59388639760837,158.51185351270553,159.9575,202,201,207,11.001042865846603,170935810.86877984,446,0.0728363228699551,52.15735176880917,1
Banksy72.jpg,140.57717948717948,141.08570512820512,139.09111932938856,177,181,184,32.95899638115224,154681381.26580772,338,0.1318984220907297,62.53955950032873,1
Banksy74.jpg,150.72114675516224,140.33233038348084,140.04123525073746,0,0,0,37.75193150698786,184449586.06025857,452,0.0944542772861356,54.76952433628318,1
Banksy75.jpg,128.49262790697674,111.22759302325582,75.5379031007752,200,180,127,47.67805314229357,219474766.9925201,430,0.0522984496124031,30.29823126614987,1
Banksy76.jpg,117.40339649822695,116.13784768395392,102.60794363179669,158,160,157,16.928543371511108,393038460.3652379,768,0.0996601654846335,54.66364925014776,1
Banksy77.jpg,44.74460069444444,38.58338975694444,36.75032118055555,0,0,0,30.79708274419101,138398367.73987162,384,0.1041666666666666,40.51428530092593,1
Banksy78.jpg,161.01472713864308,167.81180309734512,167.0345132743363,213,224,226,13.865575886452264,163959958.47574607,452,0.0849004424778761,41.42196533923304,1
Banksy79.jpg,142.70401433691757,130.0007275985663,120.70420430107526,0,0,0,27.82569712580682,194384409.54586712,465,0.1442544802867383,60.45609318996416,1
Banksy80.jpg,129.69501531606795,121.22900538382994,110.01145688294812,255,255,255,22.903816055803507,380247321.8941143,760,0.1141511185370834,51.65951530059717,1
Banksy81.jpg,138.2426290047269,118.9180344012605,86.62865185136555,3,3,3,40.76801699573884,519631841.4746435,952,0.1395204175420168,66.94191067051821,1
Banksy82.jpg,111.36437407407408,113.3529962962963,112.69468518518518,142,144,143,4.289436916418008,247086722.96098563,450,0.0179333333333333,16.43726172839506,1
Banksy83.jpg,146.7189808682855,148.97946284032378,156.77982707873437,205,213,224,20.14773093992229,173118933.0707989,453,0.0976048565121412,51.825262447878345,1
Banksy85.jpg,133.3796590909091,130.91520454545454,123.10570833333334,0,0,0,25.13430881943271,182175381.93195304,440,0.2403181818181818,83.33436994949496,1
Banksy86.jpg,124.84526235383984,123.22871849109818,118.20547153181738,144,135,126,19.334532535958854,380020805.0823804,775,0.0496151360244432,30.98225982725189,1
Banksy87.jpg,115.9878721859114,106.5003776325345,97.55220769789398,127,114,98,15.876422240071992,249114331.8111336,459,0.0863798111837327,49.10015250544662,1
Banksy88.jpg,74.9043149540518,73.87870927318296,62.785225563909776,0,0,0,33.819888408395855,230162895.6958273,399,0.0955973266499582,56.8313798384851,1
Banksy89.jpg,80.10145645645646,72.85961711711711,52.15313438438439,2,2,2,26.86403913783113,249914051.33785743,444,0.0518618618618618,32.92207707707708,1
Banksy90.jpg,106.10704562178071,100.44212656364974,97.29718175128772,38,37,42,25.329665685431145,246956645.8336425,453,0.1345217071376011,68.42999509443219,1
Banksy91.jpg,131.97651982378855,127.39330029368575,136.9685389133627,152,144,155,14.776006380077389,232454682.47528785,454,0.1520411160058737,71.21755017131669,1
Banksy92.jpg,104.24729007633589,109.97459923664124,120.1029834605598,145,148,155,17.214127315942502,280117892.8682693,524,0.0999936386768447,52.420758057676,1
Banksy93.jpg,150.81102434928633,154.07722082283794,147.80473131821998,255,255,255,23.269295836971285,160740345.83927625,397,0.1014861460957178,48.96111390987965,1
Banksy94.jpg,183.63643703703704,171.1757851851852,163.24965925925926,213,199,186,26.636065738420463,146536761.26349258,450,0.0903851851851851,63.87873086419753,1
Banksy95.jpg,133.6108518930454,134.73198735859805,134.00290037888035,151,151,151,6.020600106850954,354601251.9394961,772,0.0862540578176853,46.86009307737056,1
Banksy96.jpg,177.40245427790623,162.66907714946396,147.9829514399832,254,254,254,28.84510691900197,106721243.20181702,355,0.0336031112045406,22.867821105738912,1
Banksy97.jpg,88.68644420131291,96.9414150255288,104.89689642596645,181,215,240,38.62831651239945,259654486.8681878,457,0.0315207877461706,18.41627522489667,1
Banksy98.jpg,129.3465407220823,119.85648194794292,121.58075146935349,181,181,181,29.46736889354668,198763160.8146958,397,0.145281276238455,60.2162608452281,1
Banksy99.jpg,105.50690625,105.50690625,105.50690625,255,255,255,0.0,450246151.5466835,600,0.018125,31.0213125,1
Banksy100.jpg,103.56199638429752,99.82050835055097,89.01411200068871,13,14,16,24.3116144704439,444409012.292814,660,0.1400137741046832,62.69056617309458,1
Banksy102.jpg,125.84143195266272,91.94709822485208,88.67385088757396,157,157,157,67.27501755719534,412069014.7670052,650,0.0617159763313609,35.47790138067061,1
Banksy101.jpg,161.20768887362638,142.25987637362638,131.07382898351648,235,234,242,24.79357264019589,219313962.0664646,455,0.0541895604395604,35.56789720695971,1
Banksy103.jpg,203.69742922598596,191.17249877270496,176.22867452135495,226,210,194,15.545605921459453,274077848.7603865,679,0.0584683357879234,39.24351006381934,1
Banksy104.jpg,196.48973922077923,180.9280955844156,182.88161662337663,220,220,222,45.22626031229514,228978837.39532337,550,0.0972592207792207,42.62558406926407,1
Banksy5.jpg,156.14163428357088,153.21139647411852,138.37087959489872,4,15,11,17.940325646549326,1779106264.2445683,1333,0.0272220555138784,21.84211227806952,1
Banksy6.jpg,157.6093159334627,177.35979959289526,168.70262362987887,169,192,184,29.474335197968223,394845693.22550905,711,0.0467621523141471,27.0997085185383,1
Banksy7.jpg,150.02985458428537,137.85966833910442,135.32244285837672,208,213,233,17.87549601549799,383309959.9819411,534,0.0552787788848844,30.032357352052077,1
Banksy8.jpg,141.8720750910984,149.67419638209267,153.75645171785527,173,191,203,18.71368938875393,229509061.78080732,452,0.0377082248828735,20.914698290820752,1
Banksy9.jpg,146.11673893119007,144.30141885222787,145.85803898759164,179,179,179,13.10416911400237,438683367.1088917,591,0.0414639734912577,29.09678746004888,1
Banksy20.jpg,142.43304361979168,131.7976220703125,130.66520182291666,158,157,155,32.849467600270415,496785298.2521766,640,0.0496419270833333,38.11674533420139,1
Banksy18.jpeg,110.33124673458724,107.57849888975969,106.86321675809822,8,8,8,14.332887950392418,564146029.426047,638,0.0385041144200627,50.9025960031348,1
Banksy3.jpg,146.30888716671444,112.14766476132452,77.279541015625,242,217,195,47.651144175704815,768075991.2892408,872,0.0950815743262614,47.745849236071294,1
Banksy41.jpg,133.37110372510213,122.9351139555669,103.78250486784984,142,134,115,23.9219885381472,870266382.171792,1024,0.1056193740423901,59.50519636321076,1
Banksy52.jpg,106.17089335123698,99.96676508585612,85.03997039794922,126,117,102,23.77995722110979,774679191.6965281,768,0.0306777954101562,34.240051693386505,1
Banksy1.jpg,130.04239375,128.2672354166667,129.43750625,113,115,112,15.775723985390515,408109400.0123656,600,0.0420354166666666,25.00743125,1
Banksy2.jpg,169.2553875,164.952146875,148.804915625,233,220,185,21.99149015926436,360967325.8188675,800,0.1792859375,73.39209583333333,1
Brainwash2.jpg,172.49153662420383,157.60050636942674,149.18114012738857,255,255,255,54.149158601170726,383921023.6757821,785,0.2092404458598726,70.72003715498938,0
Brainwash1.jpg,141.60519587145205,131.10275392915787,122.6327773868168,1,1,1,65.86565551247284,308675271.47886586,700,0.2724935491437954,90.35680037532256,0
Brainwash5.jpg,140.53946957236843,143.24728001644738,148.11838815789474,30,125,219,80.63408803359707,337890393.9068752,608,0.2004543585526315,74.47181537828948,0
Brainwash3.jpg,152.46804133333333,149.938056,144.00252666666665,225,227,226,47.63144171790591,531618455.2209874,1000,0.2181306666666666,77.3636591111111,0
Brainwash10.jpg,138.02697587131368,121.75334584450404,106.7466273458445,32,33,37,63.717557030920645,156881694.46998426,373,0.2949168900804289,93.08314745308311,0
Brainwash45.jpg,183.21728947368425,195.60594210526315,191.1047894736842,255,255,255,67.5586166703507,83025782.53125641,380,0.2313684210526315,82.40106666666667,0
Brainwash25.jpg,160.8732460496614,149.86431602708802,133.11237020316028,239,239,237,72.74976955243172,157635392.84058374,500,0.2788306997742664,90.99100827689992,0
Brainwash46.jpg,177.23647368421052,185.15733684210525,176.5363210526316,255,255,255,69.85714942316315,91834117.3299418,380,0.2778315789473684,91.85275438596491,0
Brainwash15.jpg,135.972015,134.10092,128.269865,0,0,0,69.71756942400434,143233895.16325128,500,0.240645,86.12605,0
Brainwash21.jpg,157.00402257336344,124.53640180586908,106.25057787810384,255,255,255,103.10771992898924,174375436.9426354,500,0.2046997742663656,76.18042889390519,0
Brainwash9.jpg,174.35774412532638,179.0098955613577,175.89133159268928,255,255,255,73.51158939996519,93324685.57489084,500,0.1462140992167102,54.63176849434291,0
Brainwash24.jpg,152.73543083003952,136.06709881422924,133.07984980237154,255,255,255,73.32035556638998,91722046.20708308,253,0.2636284584980237,87.60112516469039,0
Brainwash17.jpg,173.87263243243245,120.9229891891892,125.29736216216216,246,2,53,121.61033331049131,140741716.2185676,370,0.2075837837837837,71.81373873873873,0
Brainwash20.jpg,145.82617808219177,135.59333333333333,123.1776301369863,31,34,41,73.26320293912413,175095462.4289016,500,0.2465388127853881,86.3511902587519,0
Brainwash22.jpg,180.9321698630137,155.7487397260274,153.6550082191781,255,255,255,67.85266692140831,116297999.2401762,365,0.1768657534246575,68.66016803652968,0
Brainwash36.jpg,119.70816438356164,101.79750228310502,84.93668493150685,19,19,19,72.69026324943816,201411704.9105741,500,0.2105844748858447,79.95043531202435,0
Brainwash34.jpg,114.14686933333331,109.38005866666668,104.36233066666668,17,17,19,46.71203016934966,172433120.92336252,500,0.2370773333333333,81.82276977777778,0
Brainwash23.jpg,150.10063414634146,158.08905149051492,167.14038482384825,35,104,207,63.02727427867876,125623529.6057838,369,0.2033387533875338,72.98895392953929,0
Brainwash6.jpg,181.79457881136952,177.2873488372093,174.3454315245478,255,255,255,73.44613660835039,92073918.51685517,500,0.1362790697674418,53.48506287683032,0
Brainwash48.jpg,138.95930790190735,149.0163378746594,152.4361689373297,255,255,255,77.61669004868034,126856374.85978124,367,0.1833896457765667,66.19753860127157,0
Brainwash18.jpg,140.56196825396825,133.71643915343915,123.07844973544974,18,17,15,66.55877440804521,140838715.82075867,500,0.2313015873015873,81.25105643738976,0
Brainwash26.jpg,198.0990612244898,159.63586224489796,160.77477551020408,255,255,255,68.43829806593887,106047113.52045836,500,0.1538010204081632,55.026576530612246,0
Brainwash12.jpg,151.6227947368421,139.52811578947367,131.87497368421052,158,165,171,76.01684704824689,140496778.69428727,500,0.2461315789473684,84.64131929824562,0
Brainwash11.jpg,120.36416304347826,147.0056141304348,163.07196195652173,255,255,255,103.0917345294312,139162401.36109346,368,0.2172445652173913,74.21491304347826,0
Brainwash19.jpg,180.4724946236559,167.41125806451612,170.97287634408602,239,155,217,48.44950111349306,109707863.57663898,372,0.1614247311827957,64.5504982078853,0
Brainwash16.jpg,161.18009090909092,163.22618181818183,152.8986,255,205,2,80.13515973799552,102278376.02824213,330,0.2628848484848485,87.04266464646464,0
Brainwash13.jpg,155.78018436873748,157.65026052104207,145.33928256513025,255,255,255,89.48208860460969,162357939.46259424,499,0.2219799599198396,78.48742150968604,0
